FeatureID,Abiotrophia.defectiva,Actinobacillus.succinogenes,Actinomyces.bowdenii,Actinomyces.dentalis,Actinomyces.graevenitzii,Actinomyces.massiliensis,Actinomyces.naeslundii,Actinomyces.oralis,Actinomyces.oris,Actinomyces.pacaensis,Actinomyces.viscosus,Agathobacter.rectalis,Aggregatibacter.aphrophilus,Aggregatibacter.segnis,Agromyces.ulmi,Alloprevotella.rava,Alloprevotella.tannerae,Aminipila.terrae,Anaerobacterium.chartisolvens,Anaeroglobus.geminatus,Ancylomarina.longa,Arachnia.propionica,Arachnia.rubra,Bacteroides.heparinolyticus,Bergeyella.cardium,Blautia.wexlerae,Brachymonas.denitrificans,Campylobacter.concisus,Campylobacter.gracilis,Campylobacter.massiliensis,Campylobacter.mucosalis,Candidatus.Peptostreptococcus,Capnocytophaga.bilenii,Capnocytophaga.gingivalis,Capnocytophaga.granulosa,Capnocytophaga.leadbetteri,Capnocytophaga.periodontitidis,Capnocytophaga.sputigena,Cardiobacterium.hominis,Cardiobacterium.valvarum,Catonella.massiliensis,Catonella.morbi,Changpingibacter.yushuensis,Clostridium.transplantifaecale,Corynebacterium.durum,Corynebacterium.matruchotii,Cutibacterium.acnes,Desulfomicrobium.orale,Dialister.invisus,Dialister.pneumosintes,Dysgonomonas.capnocytophagoides,Eikenella.corrodens,Eikenella.halliae,Escherichia.fergusonii,Eubacterium.nodatum,Faecalibacterium.prausnitzii,Filifactor.alocis,Fretibacterium.fastidiosum,Fusobacterium.animalis,Fusobacterium.hwasookii,Fusobacterium.massiliense,Fusobacterium.nucleatum,Fusobacterium.polymorphum,Fusobacterium.pseudoperiodonticum,Fusobacterium.simiae,Fusobacterium.vincentii,Fusobacterium.watanabei,Gemella.morbillorum,Gemella.parahaemolysans,Gemella.sanguinis,Gemella.taiwanensis,Granulicatella.adiacens,Granulicatella.elegans,Guopingia.tenuis,Haemophilus.haemolyticus,Haemophilus.influenzae,Haemophilus.parahaemolyticus,Haemophilus.parainfluenzae,Haemophilus.paraphrohaemolyticus,Haemophilus.pittmaniae,Haemophilus.seminalis,Haemophilus.sputorum,Herbaspirillum.huttiense,Hoylesella.nanceiensis,Hoylesella.pleuritidis,Hoylesella.saccharolytica,Hoylesella.shahii,Hydrogenophilus.thermoluteolus,Kingella.bonacorsii,Kingella.denitrificans,Kingella.potus,Lachnoanaerobaculum.gingivalis,Lachnoanaerobaculum.orale,Lachnoanaerobaculum.saburreum,Lancefieldella.parvula,Lautropia.dentalis,Lautropia.mirabilis,Leptotrichia.buccalis,Leptotrichia.hofstadii,Leptotrichia.hongkongensis,Leptotrichia.massiliensis,Leptotrichia.shahii,Leptotrichia.trevisanii,Leptotrichia.wadei,Ligilactobacillus.salivarius,Marinisporobacter.balticus,Megasphaera.micronuciformis,Metamycoplasma.faucium,Moraxella.equi,Morococcus.cerebrosus,Moryella.indoligenes,NA.,Natranaerovirga.pectinivora,Neisseria.cinerea,Neisseria.elongata,Neisseria.mucosa,Neisseria.oralis,Neisseria.perflava,Neisseria.shayeganii,Neisseria.sicca,Neisseria.subflava,Oceanivirga.miroungae,Olsenella.urininfantis,Oribacterium.sinus,Paracholeplasma.morum,Paraclostridium.sordellii,Parvimonas.micra,Peptidiphaga.gingivicola,Peptococcus.simiae,Peptoniphilus.duerdenii,Peptostreptococcus.stomatis,Perlabentimonas.gracilis,Phocaeicola.vulgatus,Porphyromonas.catoniae,Porphyromonas.endodontalis,Porphyromonas.gingivalis,Porphyromonas.pasteri,Prevotella.aurantiaca,Prevotella.dentalis,Prevotella.denticola,Prevotella.herbatica,Prevotella.histicola,Prevotella.illustrans,Prevotella.intermedia,Prevotella.jejuni,Prevotella.koreensis,Prevotella.melaninogenica,Prevotella.micans,Prevotella.multiformis,Prevotella.nigrescens,Prevotella.pallens,Prevotella.veroralis,Prevotella.vespertina,Pseudocyanosarcina.phycocyania,Pseudoleptotrichia.goodfellowii,Pseudostreptobacillus.hongkongensis,Raoultibacter.timonensis,Rhodoligotrophos.jinshengii,Romboutsia.timonensis,Rothia.aeria,Rothia.dentocariosa,Rothia.mucilaginosa,Ruminiclostridium.cellobioparum,Schaalia.odontolytica,Segatella.baroniae,Segatella.maculosa,Segatella.oris,Segatella.oulorum,Segatella.salivae,Selenomonas.infelix,Selenomonas.noxia,Selenomonas.sputigena,Solobacterium.moorei,Staphylococcus.ratti,Stomatobaculum.longum,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.ilei,Streptococcus.intermedius,Streptococcus.mutans,Streptococcus.parasanguinis,Streptococcus.periodonticum,Streptococcus.rubneri,Streptococcus.salivarius,Streptococcus.sanguinis,Streptococcus.sinensis,Streptococcus.toyakuensis,Sulfurihydrogenibium.azorense,Syntrophococcus.sucromutans,Tannerella.forsythia,Tannerella.serpentiformis,Thermodesulfobium.acidiphilum,Treponema.amylovorum,Treponema.denticola,Treponema.lecithinolyticum,Treponema.medium,Treponema.socranskii,Treponema.succinifaciens,Vallitalea.okinawensis,Veillonella.atypica,Veillonella.denticariosi,Veillonella.massiliensis,Veillonella.nakazawae,Veillonella.parvula,Veillonella.rogosae,Veillonella.tobetsuensis,Eubacterium.brachy,Eubacterium.saphenum,Pseudopropionibacterium.massiliense,Group
SRR16805357,0.0022,0.000133333,0,0.000466667,0,0.000466667,0.001266667,0.000866667,0.014533333,0,0.015533333,0,0.012533333,0.008133333,0.002866667,0.0224,0.001666667,0.000133333,6.67E-05,0,0.000133333,0,4.00E-04,4.00E-04,0.000933333,0,0.000866667,0,0.004666667,0.002733333,0,0,0.000266667,0,0.0036,0.001533333,0,0.000533333,0.0046,0,2.00E-04,0.000466667,0.003066667,0,0.007866667,0.003,0,0,0.000533333,2.00E-04,0.000266667,0,0.000466667,0.000133333,0,0,6.00E-04,0,0,0.030333333,8.00E-04,0,0.0028,0.041533333,0.003266667,0.001733333,0.005933333,6.00E-04,0,0,0.0076,0.003,0.002533333,0,0.002466667,0.011333333,0.014466667,0.1316,0.032066667,0.003733333,0.007733333,0.001733333,0,0.003066667,0,0,0.000266667,0,0.000933333,0,0.000133333,0.0016,0,0.000133333,0.000333333,0.0034,0.071066667,0.0052,0.0034,0.006266667,0.003266667,0.000666667,0.001066667,0.005133333,0,0.000133333,0,0.000333333,0.001666667,0,2.00E-04,4.00E-04,2.00E-04,0.005066667,0.003466667,0.0558,0.003866667,0.0102,0,0,0.013933333,0.000266667,0,4.00E-04,0,0,0,0.0058,0.000266667,0,2.00E-04,0.000133333,0,0.002333333,0.001866667,0.0034,0.007533333,0.000666667,0.000266667,0.000533333,0.007266667,2.00E-04,0.000866667,0.006333333,0.001266667,0,0.007466667,6.67E-05,0.001733333,0.000266667,0.000266667,0.001266667,0,0,0.000533333,0.000133333,0,0,0,0.0394,0.0074,0.002133333,0,0.001533333,0.000533333,0,0.001733333,0,0.000133333,0,0,0,0,0,0.000733333,0.000133333,6.67E-05,0.0022,0.005,0.001,0,0,0,0.067333333,0.002333333,0.000733333,0.016333333,0,0.0098,0,6.00E-04,0.000533333,0.001333333,0,0.000933333,0.000666667,2.00E-04,0.001133333,0,0.001066667,0,0.000866667,0,0.001,0.0182,0,0.001,0.0124,0,0,0.000466667,HC
SRR16805359,0.001533333,0.000666667,0,0,0,6.67E-05,2.00E-04,6.00E-04,0.0038,6.67E-05,0.002066667,0,0.024866667,0.006133333,0.001933333,0.017266667,0.0032,0,0.0016,2.00E-04,0,0,0.000333333,6.67E-05,4.00E-04,0,0,0,0.008533333,0.002933333,0.001533333,0.000466667,4.00E-04,0,0.0046,0.0024,0.000133333,0.000533333,0,0.001,0,0.002533333,2.00E-04,0,0.001466667,0.0412,0,0,0.001266667,6.67E-05,0.000266667,0.000266667,6.00E-04,0,4.00E-04,0,0.002733333,6.67E-05,0,0.026933333,0,0,0.001333333,0.007133333,0.001533333,0.0012,0.012266667,0.003066667,0,8.00E-04,0.010933333,0.0122,0.007333333,0,0.0076,0.008933333,0.008466667,0.0332,0.015933333,6.00E-04,0.001866667,0.001266667,0,0.007,0.000533333,0.000733333,0.001466667,0,0.000533333,0,0,0.0018,0,0,2.00E-04,0.000666667,0.031466667,0.007333333,0.043266667,0.007333333,0.001866667,0.000466667,0.002933333,0.007066667,0.000133333,0.001266667,0,0.000466667,0,0,0,0.000533333,0.011733333,0.0048,0.005266667,0.017133333,0.0014,0.026733333,0,0,0.039533333,6.67E-05,0,4.00E-04,0,0,6.67E-05,0.000333333,0,0.000466667,4.00E-04,4.00E-04,0,0.016866667,0.003866667,0.020866667,0.014066667,0,0.002,0.002066667,0.0054,0,0.001466667,0.003066667,0.000533333,0.002266667,0.024466667,0,4.00E-04,0.001533333,0.001266667,0.000666667,0.003266667,6.67E-05,2.00E-04,0,0,0,0,0.015733333,0.048066667,0.004466667,6.67E-05,0.000933333,0.000866667,0,0.001666667,0,8.00E-04,0.000466667,0,0,4.00E-04,0,0.000333333,0,0.000133333,0.0066,0.000933333,0.0026,0,0,0.000333333,0.099933333,0,0.0012,0.004066667,0,0.022466667,0.001133333,0.000266667,0.001266667,0.0024,6.67E-05,0.001,0.002466667,4.00E-04,8.00E-04,0,0.000266667,0,0.000466667,0,8.00E-04,0.004066667,0,0.000866667,0.013266667,0,0,0.000466667,HC
SRR16805360,0.004333333,0.000733333,0,0,0,0.000133333,0.000533333,0,0.005866667,0,0.001266667,0,0.013666667,0.006866667,2.00E-04,0.0226,0.003466667,0,0,0,0,0,0.000133333,6.67E-05,0.008866667,0,4.00E-04,0,0.001,0.0046,0.000266667,6.67E-05,0.000466667,0.000333333,0.002933333,0.002866667,0,0.002933333,0.000266667,2.00E-04,2.00E-04,4.00E-04,0,0,0,0.009666667,0,0,0.000266667,0.000133333,0.000866667,0,0.000466667,0,0,0,6.00E-04,0,0,0.021933333,2.00E-04,0.0014,0.003533333,0.010666667,0.002066667,0.002666667,0.0096,0.0026,0,0.000266667,0.0126,0.0078,0.006466667,6.67E-05,0.001666667,0.009933333,0.000733333,0.063266667,0.076066667,0.0016,0.001266667,0.002266667,0,0.005,0,0.000133333,0.000933333,0,0,0.000666667,0.000133333,0.001533333,0,0,0.000266667,0.0032,0.019066667,0.0226,0.004666667,0.0022,0.004133333,0,0.001666667,0.002266667,0,0,0,8.00E-04,0.002533333,0,0,0.0016,8.00E-04,0.0014,0.005933333,0.1346,0.004333333,0.0198,0,0,0.0218,4.00E-04,0,0.000133333,6.67E-05,6.67E-05,0.000466667,0,0.000266667,0.001266667,6.67E-05,0,0,0.007533333,0.000933333,0.005666667,0.013333333,0,0.000266667,6.67E-05,0.0016,0.001666667,0.0012,0.002,0,4.00E-04,0.027866667,6.67E-05,2.00E-04,0.001333333,4.00E-04,0.003133333,0,0,0,0.000266667,0,0,0,0.019466667,0.013733333,0.001866667,6.67E-05,0.000266667,0.000466667,0,0.002466667,0,8.00E-04,0,0,0,0,0.000133333,0.000133333,0,0,0.002533333,0.014466667,6.00E-04,0.000866667,0,0,0.151333333,8.00E-04,0.002333333,0.003266667,0,0.008066667,0.000533333,0.000333333,0.0014,8.00E-04,0,0.000533333,0.001133333,0.000133333,0.000733333,0,0.000266667,0.000133333,4.00E-04,0,0.000266667,0.002533333,0,0.000333333,0.008266667,0,0,0.000133333,HC
SRR16805361,0.001,0.000533333,0,0,0,8.00E-04,0,0,0.028933333,0.000133333,0.0036,0,0.007066667,0.012,2.00E-04,0.011266667,0.003866667,0,2.00E-04,0,0,0,8.00E-04,0.000133333,0.000866667,0,0.000266667,0,0.001,0.002066667,8.00E-04,0.000333333,0,0,0.001333333,0.001133333,0,0.001133333,0.000666667,6.67E-05,6.67E-05,0,0.001733333,0,0,0.006333333,0,0,0.000466667,0,0.000666667,0,6.00E-04,0,0.000133333,0,6.67E-05,0,0.002866667,0.043333333,2.00E-04,0.001133333,0.005333333,0.035133333,0.004,0.004533333,0.007133333,0.001133333,0,0,0.010133333,0.004333333,0.0064,0,0.0026,0.004,0.0154,0.051066667,0.003266667,0.001466667,0.006466667,0.002,0,0.010666667,0.000133333,6.67E-05,0.001133333,0,0,0,0,0.001133333,0,0.000666667,0,0.0108,0.043866667,0.010333333,0.016,0.003066667,0.013733333,6.00E-04,0.003533333,0.0054,0,0,0,0,0,0,0,0.000266667,6.00E-04,0.000533333,0.001333333,0.117066667,0.006666667,0.0184,6.67E-05,0,0.0082,0.000133333,0.000266667,0.000466667,0,0,0,0,2.00E-04,0.000666667,0,0,0,0.003733333,0.004533333,0.0028,0.025933333,0.008466667,0.001266667,0.0012,0.0026,0.002,0.000533333,0.009733333,0,0,0.018666667,0,0.002133333,0.001,0.000666667,0.002,0.000333333,0,0,2.00E-04,2.00E-04,0,0,0.021733333,0.018333333,0.0016,0,0,2.00E-04,0,0.001733333,0,0,0,0,0,0.000133333,0,0,4.00E-04,0,0.0038,0.001733333,0.001066667,0,0,0,0.165,0,0.0014,0.013866667,0,0.029133333,0.000733333,0.000933333,0.000933333,0.002333333,2.00E-04,0,0.000733333,6.67E-05,0.001266667,0,0,0.000133333,6.00E-04,0,0.000733333,0.0022,0,8.00E-04,0.005266667,6.00E-04,0,0.000266667,HC
SRR16805362,0.001533333,0.000133333,0,0,0,0,0,0,0.0016,0,0.0018,0,0.008133333,0.012733333,0.000266667,0.0108,0.010666667,6.67E-05,0.000733333,0.000266667,0.000333333,0,2.00E-04,0,0.001266667,0,0.002066667,0.000333333,0.000933333,0.012066667,0.000866667,0.000333333,2.00E-04,0.001266667,0.003733333,0.002533333,0,8.00E-04,0.001333333,0,6.67E-05,0.000666667,0.000933333,0,0.000533333,0.0016,0,0,0.000333333,0.000133333,0.001133333,0,0.002,0,6.67E-05,0,0.001133333,2.00E-04,0.005266667,0.0368,0.000133333,0,0.006733333,0.018933333,0.012333333,0.0066,0.009333333,0.001133333,0,0.000733333,0.0176,0.004533333,0.0028,0.000866667,0.006,0.0126,0.0094,0.1164,0.005266667,0.0032,0.001666667,0.001133333,0,0.004333333,0.000266667,0,0.000466667,0,0,2.00E-04,0,0.001866667,0.000666667,0.000866667,0.000333333,0.0028,0.024133333,0.0056,0.008666667,0.0038,0.0064,0.000133333,0.0024,0.0038,0,0.000266667,0,0,2.00E-04,0,6.00E-04,0.001466667,4.00E-04,0.001666667,0.008933333,0.035666667,0.0048,0.0296,0.000733333,0,0.007066667,0.000333333,0,0.000666667,0,0,2.00E-04,2.00E-04,0.000466667,6.67E-05,0.000733333,0.001866667,0,0.005,0.002933333,0.0154,0.008066667,0,0.000866667,0.005066667,0.008733333,0.000866667,0,0.0022,0,0.0012,0.008133333,0.000333333,0,0.005066667,0.0014,0.001133333,0,2.00E-04,0.001266667,0.000133333,6.67E-05,0,0,0.0082,0.002466667,0.002933333,0,0.001266667,0.000666667,0.000333333,0.002866667,0,0,0,0,0,2.00E-04,0,8.00E-04,0,2.00E-04,0.0026,0.003866667,0.0012,0.000333333,0,0,0.139066667,0,0.02,0.003466667,0,0.031066667,0.000933333,0.001,0.0022,0.001466667,0,0.0018,0.011333333,0.000733333,0.005133333,0.000866667,6.67E-05,0.000133333,0.001666667,0.000933333,0.000466667,0.003466667,0,6.67E-05,0.003866667,0,0.000533333,0,HC
SRR16805363,0.001266667,6.67E-05,0,0,0,6.67E-05,0,0,0.001733333,0,8.00E-04,0,0.002533333,0.002333333,0.000533333,0.122266667,0.001133333,0,6.67E-05,0,0,0,0.000133333,0,0.001066667,0,0,0,0.001,6.00E-04,0.000866667,0,0,2.00E-04,0.000533333,0.000333333,0,0.000466667,0.001,0,0,0.000133333,0.000333333,0,0.000733333,0,0,6.67E-05,0.000133333,0,0.000466667,0,0.000466667,0,0,0,0,0,0.000933333,0.015866667,2.00E-04,0,0.003733333,0.034333333,0.002866667,0.002933333,0.002666667,0.000733333,0.000133333,0.001533333,0.007733333,0.012133333,0.003466667,0,0.0034,0.007466667,0.003866667,0.074533333,0.008533333,0.001466667,0.001466667,0.028333333,0,0.0352,0,6.67E-05,0.000666667,0,0,0,0,6.00E-04,0,0.000266667,0.000533333,0.002733333,0.029933333,0.006533333,0.004866667,0.010933333,0.0082,2.00E-04,0.001733333,0.004133333,0,0,0,0.000266667,0.000333333,0,0.000133333,4.00E-04,2.00E-04,0.0328,0.002866667,0.102733333,0.002,0.010333333,0,0,0.089266667,0.0012,0,0.000466667,0,0.000866667,0,6.67E-05,4.00E-04,0.001066667,4.00E-04,0,0,0.001466667,0.001466667,0.0028,0.008,0,0.000266667,0,0.002666667,0.003066667,0,0.003,4.00E-04,2.00E-04,0.050666667,0,0.000266667,0,0.0044,0.000933333,0,0.000266667,0.000266667,0,0,0,0,0.0192,0.003133333,0.0042,0,0,0.000266667,0,0,0,0,0,0,0,0,0,0.000466667,0,0,0.0022,0.001466667,0.002933333,0,0,8.00E-04,0.0642,0.0028,0.002133333,0.007733333,0,0.009,0.0016,0.000733333,6.67E-05,0.000333333,0.000266667,0,0.001066667,0,8.00E-04,0,2.00E-04,0,0.0028,0,0.001,0.003733333,0,0.000866667,0.005333333,0,0,0,HC
SRR16805364,0.001266667,6.67E-05,6.67E-05,0.000333333,8.00E-04,0.000266667,2.00E-04,0,0.002066667,6.00E-04,0.004266667,0,0.007266667,0.003066667,0.000466667,0.067866667,0.002266667,0.000466667,0.0016,0.000466667,2.00E-04,0,6.67E-05,0,4.00E-04,0,6.67E-05,4.00E-04,0.004466667,0.003266667,0.000933333,0.000866667,4.00E-04,0,0.002733333,8.00E-04,0,6.00E-04,0.000733333,0,4.00E-04,0.000466667,0.0044,0,0.0016,0.011533333,0,0,0.001133333,0.000733333,0.001066667,0,0,0,2.00E-04,0,0.001,6.67E-05,0.004066667,0.0096,0,0.001466667,0.002066667,0.011933333,0.001933333,0.001,0.003933333,0.001133333,8.00E-04,0.002533333,0.013466667,0.0052,0.002733333,2.00E-04,0.0022,0.0028,0.003666667,0.016666667,0.005533333,0,0,4.00E-04,0,0.0294,0.000133333,6.00E-04,0.0018,6.67E-05,4.00E-04,0,6.00E-04,0.0012,0,0.002666667,8.00E-04,0.003133333,0.0244,0.010333333,0.0148,0.0042,0.0016,0.004666667,0.002066667,0.023666667,0.0012,0.000466667,0.001466667,0.000866667,0.000666667,0,4.00E-04,0.000133333,6.67E-05,0,0.002666667,0.0206,0.009133333,0.005333333,0,0.000866667,0.023933333,0,0.000533333,6.00E-04,0.000133333,0.000733333,0.000533333,0.000866667,0.000533333,0.000266667,6.00E-04,0,0.012,0.001,0.005133333,0.006333333,0.004666667,0,0.0012,0.005066667,0.004933333,0.005866667,0,6.00E-04,0.001133333,0,0.0466,0.0014,0,0.0018,0.008533333,0.0068,0.011,0.000133333,0.000266667,0,0.000266667,0,0.003866667,0.010066667,0.0294,0.0114,6.00E-04,0.001133333,0.000133333,0.000266667,0.001,0.0018,0.001933333,0.0018,0.000666667,0.000733333,0,0,6.00E-04,8.00E-04,2.00E-04,0.009533333,0.0014,0.0032,0,6.67E-05,0.000333333,0.136933333,0,0.0032,0.0042,0,0.006333333,0.000133333,0.000333333,0.000533333,0.004733333,2.00E-04,0.001333333,0.001,6.67E-05,0.002,6.67E-05,0,0.000466667,0.008666667,0,0.0014,0.006533333,0.001333333,0.002066667,0.007266667,6.00E-04,0,0.000266667,HC
SRR16805365,0.001333333,0.000266667,2.00E-04,0.000266667,0.000466667,4.00E-04,0,0,0.0016,2.00E-04,0.0048,0,0.008466667,0.004066667,0.000533333,0.044933333,0.000666667,0,2.00E-04,0.000666667,0.000333333,0,0,0.000133333,0.000133333,0,4.00E-04,0,0.001133333,6.00E-04,0.000266667,0.000266667,0,0,8.00E-04,2.00E-04,0,4.00E-04,0.000666667,2.00E-04,6.67E-05,0,0.001466667,0,0.001933333,0.0114,0,0,0.000733333,4.00E-04,0.000466667,0,0,0,2.00E-04,0,0.0014,0,0,0.003466667,0,0.000733333,0,0.007466667,8.00E-04,0.001266667,0.003733333,0.000866667,0.000866667,0.001466667,0.017266667,0.005333333,0.008,6.67E-05,0.009266667,0.032066667,6.00E-04,0.047133333,0.0096,0.001266667,0.003066667,0.000866667,0,0.0086,0,4.00E-04,0.0012,0.000266667,0.000133333,0,0,0.000333333,0,0.001866667,0.000733333,0.0042,0.051333333,0.002333333,0.003066667,0.001666667,8.00E-04,0.000533333,0.000133333,0.004866667,0.001533333,0.000133333,0,0.000466667,0.000466667,0.000933333,2.00E-04,0.000466667,2.00E-04,0.0012,0.0052,0.0908,0.007533333,0.0152,0.000133333,0.006133333,0.0206,0,0.000333333,0.001066667,0.000266667,0.001,0.000733333,0.001866667,0.000266667,0.000266667,0.000333333,0.000266667,0.0084,0.000533333,0.001866667,0.001866667,0.002733333,0.000333333,0.000333333,0.000666667,0.003666667,0.0026,8.00E-04,0.001533333,0,0,0.015666667,0.000133333,0,0.000933333,0.001266667,0.001266667,0,0.002933333,0,0,0,0,0.0028,0.014733333,0.049533333,0.027933333,6.00E-04,0.002066667,0,6.67E-05,0.001266667,0,0.000533333,0,0.001533333,0,0,0,0.000266667,6.67E-05,0,0.0104,0.0012,0.004866667,0,0.000133333,0.0012,0.1852,0,0.003933333,0.011666667,0,0.020866667,0.000266667,6.00E-04,0.000866667,0.0024,0,0.001,0.000266667,0,0.000466667,0,0,6.67E-05,0.000666667,0,0.003466667,0.0034,0.0018,0.000733333,0.004933333,0.000333333,0.000266667,6.67E-05,HC
SRR16805366,0.0022,0.000133333,0.000133333,0.000666667,0.000533333,2.00E-04,0,0.001,0.0052,0.001066667,0.007066667,0,0.0124,0.006066667,0.001866667,0.029133333,0.000333333,0.000266667,4.00E-04,0,0,0,0,0,0,0,0.000266667,0,0.002066667,0.0022,0.000933333,0.000933333,0,8.00E-04,0.0012,0.000466667,0,2.00E-04,0.001933333,0,6.67E-05,0.000733333,0.002066667,0.000133333,0.003133333,0.002266667,0,2.00E-04,0.001266667,0.000266667,0.001133333,0,0,0,0.000733333,0,0.001333333,0,0.000933333,0.006266667,0,0.001466667,0.003,0.008333333,0.002,0.003666667,0.007,0.003533333,0.0036,0.003466667,0.024533333,0.007133333,0.005466667,0.000733333,0.006533333,0.006466667,0.005466667,0.0324,0.0058,0.001,4.00E-04,0,0,0.006133333,0.000133333,0.000266667,0.002266667,6.67E-05,0.000133333,0,0,0.000466667,0,0.001666667,6.67E-05,0.003,0.039933333,0.005133333,0.007666667,0.005,0.001733333,0.000733333,0.000933333,0.009066667,0.001866667,2.00E-04,0.000466667,0.001933333,6.67E-05,0,2.00E-04,0.000666667,4.00E-04,0.000333333,0.002533333,0.0198,0.0068,0.0054,0,0,0.012933333,0,2.00E-04,2.00E-04,0.000266667,4.00E-04,0.001133333,0.001333333,6.00E-04,8.00E-04,0.000533333,0.000266667,0.003533333,0.002733333,0.005866667,0.003733333,0.007333333,0,0.001466667,0.0026,0.007066667,0.002533333,0,0.001,2.00E-04,0,0.019666667,2.00E-04,0,0.000533333,0.002066667,0.001,0,0.003466667,0,6.67E-05,0.000266667,0.000333333,0.0066,0.011466667,0.056466667,0.014266667,6.00E-04,0.001933333,6.67E-05,0,0.002466667,0,0,0.0012,0.0018,0,0,0,2.00E-04,0.001066667,0.001066667,0.014533333,0.0078,0.005333333,0.000266667,0.000266667,0.000933333,0.2362,0,0.008133333,0.0134,0,0.025066667,0,0.000933333,0.0016,0.0032,2.00E-04,0.001733333,0.001066667,0,0.001466667,0,0.000333333,6.00E-04,0.001333333,0,0.001266667,0.006866667,0.001066667,0.0016,0.007533333,0.001,0.000133333,2.00E-04,HC
SRR16805367,0.000666667,0.000266667,0,0,0,0,0,0.002133333,0.020466667,0,0.015666667,6.67E-05,0.009333333,0.008066667,0.000933333,0.0144,0.009466667,0,0,0,0,0,2.00E-04,0.001266667,0,0,0,0,0,0.001466667,0,0.000533333,0,0,0,0,0,0,4.00E-04,0,0,6.67E-05,0.0114,0,0.0012,0.0018,2.00E-04,0,0.001333333,2.00E-04,0.0016,0,0.000333333,0.002666667,4.00E-04,0,0.001933333,2.00E-04,0.001333333,0.022533333,0,0,0.001733333,0.007,0.0016,0,0.003666667,0.001866667,0,0.000533333,0.003933333,0.0024,4.00E-04,0,0,0.017533333,0.001733333,0.103133333,0.004733333,0.001,4.00E-04,4.00E-04,0.000266667,0.006133333,0,0,0.000666667,0.022133333,0,0,0,0.000533333,0,0,0,0,0.0114,0.000466667,0.003133333,0.003333333,0.001333333,0,0.000866667,0.000733333,0.000666667,6.67E-05,0,0,0,0,0,0.0012,0,0,0.004866667,0.012133333,0.0112,0.001866667,0,0,0.006933333,0,0,0.000466667,0,0,0,0.002533333,0,4.00E-04,6.67E-05,0,0,0.000666667,0.009666667,0.0348,0.014466667,0,0.000266667,0.003866667,0.044,0.000466667,0,0.0298,0,0,0.020866667,0,0,0.005,0.000333333,4.00E-04,0,2.00E-04,0,0,0,0,0,0.028866667,0.110266667,0.001533333,6.67E-05,4.00E-04,0.001333333,0,0,0,0,6.67E-05,0,0,0,0,0,8.00E-04,4.00E-04,0.0064,0.0044,0.0032,0,0,0,0.094866667,0,0.0024,0.026133333,0.000533333,0.0034,0.000133333,6.00E-04,0.001866667,0.000466667,0,0,0.0068,0.000533333,0.007066667,0,0,0,0,0,0.000133333,0.003466667,0,0.000466667,0.0062,2.00E-04,0,0.000133333,HC
SRR16805368,0.001266667,0,0,0,0,0.001666667,0.001,0,0.0016,0,0.0028,0,0.007466667,0.023133333,0,0.004,0,6.67E-05,6.67E-05,2.00E-04,0.002666667,0,4.00E-04,0.001933333,0.003466667,0,0.000333333,0,6.00E-04,0.029066667,0,0,0,0.0034,0.003,0.001466667,6.00E-04,8.00E-04,0.0056,0,0,0.002733333,2.00E-04,0.000266667,0.002933333,0.005333333,0.0026,0,0.000533333,8.00E-04,4.00E-04,0,0,4.00E-04,0,0,0.0112,0.000266667,0.003866667,0.007266667,0,0.0022,0,0.001933333,0,0.003866667,0.028066667,0.000533333,0,0,0.0104,0.004866667,6.00E-04,0.000666667,0,0.0024,0,0.042466667,0.013666667,0,0,6.00E-04,0,0.0014,0,6.67E-05,0,0.000733333,0.000133333,0,0.001,0.000133333,0,0,6.67E-05,0.0168,0.010133333,6.00E-04,0.000466667,0.000666667,0.013133333,0,0.002266667,0,0,6.67E-05,0,0.0028,0.0014,0,2.00E-04,0.001,0,0,0.010866667,0.008666667,0.0344,0.028266667,0.001,0,0.092,0.0056,0,0.000133333,4.00E-04,0,4.00E-04,2.00E-04,0,0.000533333,4.00E-04,0.001466667,0,0.000466667,0.013933333,0.137066667,0.0016,0,0.000133333,0,0.03,0,0.001,0.009066667,0,0.003866667,0.001666667,0,0.000466667,0.000266667,0,0.000266667,0,0.000533333,0,0,0,0,0,0.050866667,0.004866667,0.003333333,0,0.000466667,0,0,0,0,0,0,0,0,0,0.000266667,0,0,0.000733333,0.006266667,0,0,0,0,0,0.0596,0,0.000666667,0.009933333,0.003066667,0.0052,0.000733333,6.00E-04,0.003133333,0,6.00E-04,6.00E-04,0.012866667,0,0.000333333,0,0,0.000866667,0,0,0.000533333,4.00E-04,0,0,8.00E-04,0.000133333,0.001333333,4.00E-04,HC
